预测时间,城市,预测AQI,预测PM25,预测PM10,预测O3,预测NO2,污染等级,预警颜色,预警提示
2026-03-25 20:00:00,抚顺,51.7,29.9,41.9,95.3,24.4,良,黄色,无预警
2026-03-25 21:00:00,抚顺,51.7,29.9,41.9,95.3,24.4,良,黄色,无预警
2026-03-25 22:00:00,抚顺,51.7,29.9,41.9,95.3,24.4,良,黄色,无预警
2026-03-25 23:00:00,抚顺,51.7,29.9,41.9,95.4,24.4,良,黄色,无预警
2026-03-25 00:00:00,拉萨,61.1,36.7,51.4,95.3,24.9,良,黄色,无预警
2026-03-25 01:00:00,拉萨,61.0,36.6,51.3,94.4,24.8,良,黄色,无预警
2026-03-25 02:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 03:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 04:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 05:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 06:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 07:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 08:00:00,拉萨,61.0,36.6,51.5,94.7,25.0,良,黄色,无预警
2026-03-25 09:00:00,拉萨,61.0,36.6,51.5,94.9,25.1,良,黄色,无预警
2026-03-25 10:00:00,拉萨,61.0,36.6,51.5,94.9,25.1,良,黄色,无预警
2026-03-25 11:00:00,拉萨,61.0,36.6,51.5,94.4,25.1,良,黄色,无预警
2026-03-25 12:00:00,拉萨,61.0,36.6,51.5,94.4,25.1,良,黄色,无预警
2026-03-25 13:00:00,拉萨,61.0,36.6,51.5,94.4,25.1,良,黄色,无预警
2026-03-25 14:00:00,拉萨,61.0,36.6,51.5,94.9,25.1,良,黄色,无预警
2026-03-25 15:00:00,拉萨,61.0,36.6,51.5,94.9,25.1,良,黄色,无预警
2026-03-25 16:00:00,拉萨,61.0,36.6,51.5,94.9,25.0,良,黄色,无预警
2026-03-25 17:00:00,拉萨,61.0,36.6,51.5,94.9,25.0,良,黄色,无预警
2026-03-25 18:00:00,拉萨,61.1,36.7,51.6,94.9,25.0,良,黄色,无预警
2026-03-25 19:00:00,拉萨,61.1,36.6,51.5,94.9,25.0,良,黄色,无预警
2026-03-25 20:00:00,拉萨,61.1,36.6,51.5,94.9,25.0,良,黄色,无预警
2026-03-25 21:00:00,拉萨,61.0,36.6,51.5,94.9,25.0,良,黄色,无预警
2026-03-25 22:00:00,拉萨,61.0,36.6,51.5,94.9,25.0,良,黄色,无预警
2026-03-25 23:00:00,拉萨,61.0,36.6,51.5,95.1,25.0,良,黄色,无预警
2026-03-25 00:00:00,揭阳,64.9,38.7,53.4,95.4,25.0,良,黄色,无预警
2026-03-25 01:00:00,揭阳,64.9,38.7,53.4,95.0,25.0,良,黄色,无预警
2026-03-25 02:00:00,揭阳,64.9,38.7,53.4,95.0,25.0,良,黄色,无预警
2026-03-25 03:00:00,揭阳,64.9,38.7,53.4,95.0,25.0,良,黄色,无预警
2026-03-25 04:00:00,揭阳,64.9,38.7,53.4,95.0,25.0,良,黄色,无预警
2026-03-25 05:00:00,揭阳,64.9,38.7,53.4,94.7,25.0,良,黄色,无预警
2026-03-25 06:00:00,揭阳,64.9,38.7,53.4,94.7,25.1,良,黄色,无预警
2026-03-25 07:00:00,揭阳,64.9,38.7,53.4,94.7,25.1,良,黄色,无预警
2026-03-25 08:00:00,揭阳,64.9,38.7,53.4,94.7,25.1,良,黄色,无预警
2026-03-25 09:00:00,揭阳,64.9,38.7,53.4,94.7,25.2,良,黄色,无预警
2026-03-25 10:00:00,揭阳,64.9,38.7,53.4,94.7,25.2,良,黄色,无预警
2026-03-25 11:00:00,揭阳,64.9,38.7,53.4,94.2,25.2,良,黄色,无预警
2026-03-25 12:00:00,揭阳,64.9,38.7,53.4,94.2,25.2,良,黄色,无预警
2026-03-25 13:00:00,揭阳,64.9,38.7,53.4,94.2,25.2,良,黄色,无预警
2026-03-25 14:00:00,揭阳,65.0,38.7,53.4,94.7,25.2,良,黄色,无预警
2026-03-25 15:00:00,揭阳,65.0,38.7,53.4,94.7,25.2,良,黄色,无预警
2026-03-25 16:00:00,揭阳,65.0,38.7,53.4,94.7,25.1,良,黄色,无预警
2026-03-25 17:00:00,揭阳,65.0,38.7,53.4,94.7,25.1,良,黄色,无预警
2026-03-25 18:00:00,揭阳,65.0,38.7,53.5,94.7,25.1,良,黄色,无预警
2026-03-25 19:00:00,揭阳,65.0,38.7,53.4,94.7,25.0,良,黄色,无预警
2026-03-25 20:00:00,揭阳,65.0,38.7,53.4,94.7,25.0,良,黄色,无预警
2026-03-25 21:00:00,揭阳,65.0,38.7,53.4,94.7,25.0,良,黄色,无预警
2026-03-25 22:00:00,揭阳,65.0,38.7,53.4,94.7,25.0,良,黄色,无预警
2026-03-25 23:00:00,揭阳,65.0,38.7,53.4,94.8,25.0,良,黄色,无预警
2026-03-25 00:00:00,攀枝花,61.7,37.3,50.7,95.1,24.9,良,黄色,无预警
2026-03-25 01:00:00,攀枝花,61.7,37.3,50.7,94.7,25.0,良,黄色,无预警
2026-03-25 02:00:00,攀枝花,61.7,37.3,50.7,94.7,25.0,良,黄色,无预警
2026-03-25 03:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 04:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 05:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 06:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 07:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 08:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 09:00:00,攀枝花,61.7,37.3,50.7,94.9,25.1,良,黄色,无预警
2026-03-25 10:00:00,攀枝花,61.7,37.3,50.7,94.9,25.1,良,黄色,无预警
2026-03-25 11:00:00,攀枝花,61.7,37.3,50.7,94.4,25.1,良,黄色,无预警
2026-03-25 12:00:00,攀枝花,61.7,37.3,50.7,94.4,25.1,良,黄色,无预警
2026-03-25 13:00:00,攀枝花,61.7,37.3,50.7,94.4,25.1,良,黄色,无预警
2026-03-25 14:00:00,攀枝花,61.7,37.3,50.7,94.9,25.1,良,黄色,无预警
2026-03-25 15:00:00,攀枝花,61.7,37.3,50.8,94.9,25.1,良,黄色,无预警
2026-03-25 16:00:00,攀枝花,61.8,37.3,50.8,94.9,25.0,良,黄色,无预警
2026-03-25 17:00:00,攀枝花,61.8,37.3,50.8,94.9,25.0,良,黄色,无预警
2026-03-25 18:00:00,攀枝花,61.8,37.3,50.8,94.9,25.0,良,黄色,无预警
2026-03-25 19:00:00,攀枝花,61.8,37.3,50.8,94.9,25.0,良,黄色,无预警
2026-03-25 20:00:00,攀枝花,61.8,37.3,50.8,94.9,25.0,良,黄色,无预警
2026-03-25 21:00:00,攀枝花,61.7,37.3,50.8,94.9,25.0,良,黄色,无预警
2026-03-25 22:00:00,攀枝花,61.7,37.3,50.7,94.9,25.0,良,黄色,无预警
2026-03-25 23:00:00,攀枝花,61.7,37.3,50.7,95.1,25.0,良,黄色,无预警
2026-03-25 00:00:00,文山壮族苗族自治州,65.8,39.2,53.7,95.7,23.8,良,黄色,无预警
2026-03-25 01:00:00,文山壮族苗族自治州,65.7,39.2,53.7,96.0,27.0,良,黄色,无预警
2026-03-25 02:00:00,文山壮族苗族自治州,65.7,39.2,53.7,95.7,25.9,良,黄色,无预警
2026-03-25 03:00:00,文山壮族苗族自治州,65.7,39.2,53.7,95.2,25.9,良,黄色,无预警
2026-03-25 04:00:00,文山壮族苗族自治州,65.7,39.2,53.7,95.2,25.9,良,黄色,无预警
2026-03-25 05:00:00,文山壮族苗族自治州,65.7,39.2,53.7,95.2,25.9,良,黄色,无预警
2026-03-25 06:00:00,文山壮族苗族自治州,65.7,39.2,53.7,95.2,26.0,良,黄色,无预警
2026-03-25 07:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.0,良,黄色,无预警
2026-03-25 08:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.0,良,黄色,无预警
2026-03-25 09:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.1,良,黄色,无预警
2026-03-25 10:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.1,良,黄色,无预警
2026-03-25 11:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.4,26.1,良,黄色,无预警
2026-03-25 12:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.4,26.1,良,黄色,无预警
2026-03-25 13:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.4,26.1,良,黄色,无预警
2026-03-25 14:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.1,良,黄色,无预警
2026-03-25 15:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.1,良,黄色,无预警
2026-03-25 16:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.0,良,黄色,无预警
2026-03-25 17:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,26.0,良,黄色,无预警
2026-03-25 18:00:00,文山壮族苗族自治州,65.7,39.2,53.8,94.9,26.0,良,黄色,无预警
2026-03-25 19:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,25.9,良,黄色,无预警
2026-03-25 20:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,25.9,良,黄色,无预警
2026-03-25 21:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,25.9,良,黄色,无预警
2026-03-25 22:00:00,文山壮族苗族自治州,65.7,39.2,53.7,94.9,25.9,良,黄色,无预警
2026-03-25 23:00:00,文山壮族苗族自治州,65.7,39.2,53.7,95.0,25.9,良,黄色,无预警
2026-03-25 00:00:00,新乡,57.1,34.1,47.3,94.9,25.0,良,黄色,无预警
2026-03-25 01:00:00,新乡,57.1,34.1,47.3,95.0,25.0,良,黄色,无预警
2026-03-25 02:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 03:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 04:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 05:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 06:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 07:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 08:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 09:00:00,新乡,57.1,34.1,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 10:00:00,新乡,57.1,34.1,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 11:00:00,新乡,57.1,34.1,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 12:00:00,新乡,57.1,34.1,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 13:00:00,新乡,57.1,34.1,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 14:00:00,新乡,57.1,34.1,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 15:00:00,新乡,57.1,34.2,47.3,94.8,25.1,良,黄色,无预警
2026-03-25 16:00:00,新乡,57.1,34.2,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 17:00:00,新乡,57.1,34.2,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 18:00:00,新乡,57.1,34.2,47.4,94.8,25.0,良,黄色,无预警
2026-03-25 19:00:00,新乡,57.1,34.2,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 20:00:00,新乡,57.1,34.2,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 21:00:00,新乡,57.1,34.2,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 22:00:00,新乡,57.1,34.1,47.3,94.8,25.0,良,黄色,无预警
2026-03-25 23:00:00,新乡,57.1,34.1,47.3,94.9,25.0,良,黄色,无预警
2026-03-25 00:00:00,新余,62.7,37.5,52.1,95.9,24.6,良,黄色,无预警
2026-03-25 01:00:00,新余,62.7,37.5,52.0,99.3,24.9,良,黄色,无预警
2026-03-25 02:00:00,新余,62.6,37.5,52.0,95.2,25.0,良,黄色,无预警
2026-03-25 03:00:00,新余,62.6,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 04:00:00,新余,62.6,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 05:00:00,新余,62.6,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 06:00:00,新余,62.6,37.5,52.0,94.9,25.1,良,黄色,无预警
2026-03-25 07:00:00,新余,62.6,37.5,52.0,94.9,25.1,良,黄色,无预警
2026-03-25 08:00:00,新余,62.6,37.5,52.0,94.9,25.1,良,黄色,无预警
2026-03-25 09:00:00,新余,62.6,37.5,52.0,94.9,25.2,良,黄色,无预警
2026-03-25 10:00:00,新余,62.6,37.5,52.0,94.9,25.2,良,黄色,无预警
2026-03-25 11:00:00,新余,62.6,37.5,52.0,94.4,25.2,良,黄色,无预警
2026-03-25 12:00:00,新余,62.6,37.5,52.0,94.4,25.2,良,黄色,无预警
2026-03-25 13:00:00,新余,62.6,37.5,52.0,94.4,25.2,良,黄色,无预警
2026-03-25 14:00:00,新余,62.7,37.5,52.0,94.9,25.2,良,黄色,无预警
2026-03-25 15:00:00,新余,62.7,37.5,52.0,94.9,25.2,良,黄色,无预警
2026-03-25 16:00:00,新余,62.7,37.5,52.0,94.9,25.1,良,黄色,无预警
2026-03-25 17:00:00,新余,62.7,37.5,52.0,94.9,25.1,良,黄色,无预警
2026-03-25 18:00:00,新余,62.7,37.5,52.1,94.9,25.1,良,黄色,无预警
2026-03-25 19:00:00,新余,62.7,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 20:00:00,新余,62.7,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 21:00:00,新余,62.7,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 22:00:00,新余,62.7,37.5,52.0,94.9,25.0,良,黄色,无预警
2026-03-25 23:00:00,新余,62.6,37.5,52.0,95.0,25.0,良,黄色,无预警
2026-03-25 00:00:00,无锡,60.3,36.0,50.1,95.4,25.0,良,黄色,无预警
2026-03-25 01:00:00,无锡,60.2,36.0,50.0,95.2,25.0,良,黄色,无预警
2026-03-25 02:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 03:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 04:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 05:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 06:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 07:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 08:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 09:00:00,无锡,60.2,36.0,50.0,95.1,25.1,良,黄色,无预警
2026-03-25 10:00:00,无锡,60.2,36.0,50.0,95.1,25.1,良,黄色,无预警
2026-03-25 11:00:00,无锡,60.2,36.0,50.0,94.6,25.1,良,黄色,无预警
2026-03-25 12:00:00,无锡,60.2,36.0,50.0,94.6,25.1,良,黄色,无预警
2026-03-25 13:00:00,无锡,60.2,36.0,50.0,94.6,25.1,良,黄色,无预警
2026-03-25 14:00:00,无锡,60.2,36.0,50.0,95.1,25.1,良,黄色,无预警
2026-03-25 15:00:00,无锡,60.2,36.0,50.0,95.1,25.1,良,黄色,无预警
2026-03-25 16:00:00,无锡,60.3,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 17:00:00,无锡,60.3,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 18:00:00,无锡,60.3,36.1,50.1,95.1,25.0,良,黄色,无预警
2026-03-25 19:00:00,无锡,60.3,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 20:00:00,无锡,60.3,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 21:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 22:00:00,无锡,60.2,36.0,50.0,95.1,25.0,良,黄色,无预警
2026-03-25 23:00:00,无锡,60.2,36.0,50.0,95.3,25.0,良,黄色,无预警
2026-03-25 00:00:00,日喀则,60.8,36.4,50.5,94.4,24.8,良,黄色,无预警
2026-03-25 01:00:00,日喀则,60.9,36.4,50.5,95.1,25.0,良,黄色,无预警
2026-03-25 02:00:00,日喀则,60.8,36.4,50.5,95.0,25.0,良,黄色,无预警
2026-03-25 03:00:00,日喀则,60.8,36.4,50.5,94.7,25.0,良,黄色,无预警
2026-03-25 04:00:00,日喀则,60.8,36.4,50.5,94.7,25.0,良,黄色,无预警
2026-03-25 05:00:00,日喀则,60.8,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 06:00:00,日喀则,60.8,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 07:00:00,日喀则,60.8,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 08:00:00,日喀则,60.8,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 09:00:00,日喀则,60.8,36.4,50.5,94.9,25.1,良,黄色,无预警
2026-03-25 10:00:00,日喀则,60.8,36.4,50.5,94.9,25.1,良,黄色,无预警
2026-03-25 11:00:00,日喀则,60.8,36.4,50.5,94.4,25.1,良,黄色,无预警
2026-03-25 12:00:00,日喀则,60.8,36.4,50.5,94.4,25.1,良,黄色,无预警
2026-03-25 13:00:00,日喀则,60.8,36.4,50.5,94.4,25.1,良,黄色,无预警
2026-03-25 14:00:00,日喀则,60.9,36.4,50.5,94.9,25.1,良,黄色,无预警
2026-03-25 15:00:00,日喀则,60.9,36.4,50.5,94.9,25.1,良,黄色,无预警
2026-03-25 16:00:00,日喀则,60.9,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 17:00:00,日喀则,60.9,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 18:00:00,日喀则,60.9,36.4,50.6,94.9,25.0,良,黄色,无预警
2026-03-25 19:00:00,日喀则,60.9,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 20:00:00,日喀则,60.9,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 21:00:00,日喀则,60.9,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 22:00:00,日喀则,60.9,36.4,50.5,94.9,25.0,良,黄色,无预警
2026-03-25 23:00:00,日喀则,60.9,36.4,50.5,95.1,25.0,良,黄色,无预警
2026-03-25 00:00:00,日照,56.3,34.0,47.1,94.8,24.7,良,黄色,无预警
2026-03-25 01:00:00,日照,56.3,34.0,47.0,94.8,24.9,良,黄色,无预警
2026-03-25 02:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 03:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 04:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 05:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 06:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 07:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 08:00:00,日照,56.3,34.0,47.0,94.8,25.0,良,黄色,无预警
2026-03-25 09:00:00,日照,56.3,34.0,47.0,94.8,25.1,良,黄色,无预警
2026-03-25 10:00:00,日照,56.3,34.0,47.0,94.8,25.1,良,黄色,无预警
2026-03-25 11:00:00,日照,56.3,34.0,47.0,94.8,25.1,良,黄色,无预警
2026-03-25 12:00:00,日照,56.3,34.0,47.0,94.8,25.1,良,黄色,无预警
2026-03-25 13:00:00,日照,56.3,34.0,47.0,94.8,25.1,良,黄色,无预警
2026-03-25 14:00:00,日照,56.3,34.0,47.1,94.8,25.1,良,黄色,无预警
2026-03-25 15:00:00,日照,56.3,34.0,47.1,94.8,25.1,良,黄色,无预警
2026-03-25 16:00:00,日照,56.4,34.0,47.1,94.8,25.0,良,黄色,无预警
2026-03-25 17:00:00,日照,56.4,34.0,47.1,94.8,25.0,良,黄色,无预警
2026-03-25 18:00:00,日照,56.4,34.0,47.2,94.8,25.0,良,黄色,无预警
2026-03-25 19:00:00,日照,56.4,34.0,47.1,94.8,25.0,良,黄色,无预警
2026-03-25 20:00:00,日照,56.4,34.0,47.1,94.8,25.0,良,黄色,无预警
2026-03-25 21:00:00,日照,56.3,34.0,47.1,94.8,25.0,良,黄色,无预警
2026-03-25 22:00:00,日照,56.3,34.0,47.1,94.8,25.0,良,黄色,无预警
2026-03-25 23:00:00,日照,56.3,34.0,47.0,94.9,25.0,良,黄色,无预警
2026-03-25 00:00:00,昆明,64.6,38.6,54.0,95.9,24.8,良,黄色,无预警
2026-03-25 01:00:00,昆明,64.5,38.5,53.9,95.2,24.8,良,黄色,无预警
2026-03-25 02:00:00,昆明,64.5,38.5,53.9,95.2,25.0,良,黄色,无预警
2026-03-25 03:00:00,昆明,64.5,38.5,53.9,95.2,25.0,良,黄色,无预警
2026-03-25 04:00:00,昆明,64.5,38.5,53.9,94.9,25.0,良,黄色,无预警
2026-03-25 05:00:00,昆明,64.5,38.5,53.9,94.9,25.0,良,黄色,无预警
2026-03-25 06:00:00,昆明,64.5,38.5,53.9,94.9,25.1,良,黄色,无预警
2026-03-25 07:00:00,昆明,64.5,38.5,53.8,94.9,25.1,良,黄色,无预警
2026-03-25 08:00:00,昆明,64.5,38.5,53.8,94.9,25.1,良,黄色,无预警
2026-03-25 09:00:00,昆明,64.5,38.5,53.8,94.9,25.2,良,黄色,无预警
2026-03-25 10:00:00,昆明,64.5,38.5,53.8,94.9,25.2,良,黄色,无预警
2026-03-25 11:00:00,昆明,64.5,38.5,53.8,94.4,25.2,良,黄色,无预警
2026-03-25 12:00:00,昆明,64.5,38.5,53.8,94.4,25.2,良,黄色,无预警
2026-03-25 13:00:00,昆明,64.5,38.5,53.8,94.4,25.2,良,黄色,无预警
2026-03-25 14:00:00,昆明,64.6,38.5,53.9,94.9,25.2,良,黄色,无预警
2026-03-25 15:00:00,昆明,64.6,38.5,53.9,94.9,25.2,良,黄色,无预警
2026-03-25 16:00:00,昆明,64.6,38.5,53.9,94.9,25.1,良,黄色,无预警
2026-03-25 17:00:00,昆明,64.6,38.5,53.9,94.9,25.1,良,黄色,无预警
2026-03-25 18:00:00,昆明,64.6,38.5,54.0,94.9,25.1,良,黄色,无预警
2026-03-25 19:00:00,昆明,64.6,38.5,53.9,94.9,25.0,良,黄色,无预警
2026-03-25 20:00:00,昆明,64.6,38.5,53.9,94.9,25.0,良,黄色,无预警
2026-03-25 21:00:00,昆明,64.6,38.5,53.9,94.9,25.0,良,黄色,无预警
2026-03-25 22:00:00,昆明,64.6,38.5,53.9,94.9,25.0,良,黄色,无预警
2026-03-25 23:00:00,昆明,64.5,38.5,53.8,95.0,25.0,良,黄色,无预警
2026-03-25 00:00:00,昌吉回族自治州,47.6,28.4,39.4,95.3,25.0,优,绿色,无预警
2026-03-25 01:00:00,昌吉回族自治州,47.6,28.4,39.5,95.1,24.7,优,绿色,无预警
2026-03-25 02:00:00,昌吉回族自治州,47.6,28.4,39.4,94.8,25.0,优,绿色,无预警
2026-03-25 03:00:00,昌吉回族自治州,47.6,28.3,39.4,94.8,25.0,优,绿色,无预警
2026-03-25 04:00:00,昌吉回族自治州,47.5,28.3,39.3,94.8,25.0,优,绿色,无预警
2026-03-25 05:00:00,昌吉回族自治州,47.5,28.3,39.3,94.8,25.0,优,绿色,无预警
2026-03-25 06:00:00,昌吉回族自治州,47.5,28.3,39.3,94.8,25.0,优,绿色,无预警
2026-03-25 07:00:00,昌吉回族自治州,47.5,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 08:00:00,昌吉回族自治州,47.5,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 09:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 10:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 11:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 12:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 13:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 14:00:00,昌吉回族自治州,47.7,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 15:00:00,昌吉回族自治州,47.7,28.3,39.2,94.8,25.1,优,绿色,无预警
2026-03-25 16:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 17:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 18:00:00,昌吉回族自治州,47.6,28.3,39.3,94.8,25.0,优,绿色,无预警
2026-03-25 19:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 20:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 21:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 22:00:00,昌吉回族自治州,47.6,28.3,39.2,94.8,25.0,优,绿色,无预警
2026-03-25 23:00:00,昌吉回族自治州,47.6,28.3,39.2,95.0,25.0,优,绿色,无预警
2026-03-25 00:00:00,昌都,61.8,36.7,50.4,95.1,25.2,良,黄色,无预警
2026-03-25 01:00:00,昌都,61.8,36.7,50.3,94.4,25.0,良,黄色,无预警
2026-03-25 02:00:00,昌都,61.8,36.7,50.3,94.9,25.1,良,黄色,无预警
2026-03-25 03:00:00,昌都,61.8,36.7,50.3,94.9,25.1,良,黄色,无预警
2026-03-25 04:00:00,昌都,61.8,36.7,50.3,94.9,25.1,良,黄色,无预警
2026-03-25 05:00:00,昌都,61.8,36.7,50.3,94.9,25.1,良,黄色,无预警
2026-03-25 06:00:00,昌都,61.8,36.7,50.3,94.9,25.2,良,黄色,无预警
2026-03-25 07:00:00,昌都,61.8,36.7,50.3,94.9,25.2,良,黄色,无预警
2026-03-25 08:00:00,昌都,61.8,36.7,50.3,94.9,25.2,良,黄色,无预警
2026-03-25 09:00:00,昌都,61.8,36.7,50.6,94.9,25.3,良,黄色,无预警
2026-03-25 10:00:00,昌都,61.8,36.7,50.6,94.9,25.3,良,黄色,无预警
2026-03-25 11:00:00,昌都,61.8,36.7,50.6,94.4,25.3,良,黄色,无预警
2026-03-25 12:00:00,昌都,61.8,36.7,50.6,94.4,25.3,良,黄色,无预警
2026-03-25 13:00:00,昌都,61.8,36.7,50.6,94.4,25.3,良,黄色,无预警
2026-03-25 14:00:00,昌都,61.8,36.7,50.6,94.9,25.3,良,黄色,无预警
2026-03-25 15:00:00,昌都,61.8,36.7,50.6,94.9,25.3,良,黄色,无预警
2026-03-25 16:00:00,昌都,61.9,36.7,50.6,94.9,25.2,良,黄色,无预警
2026-03-25 17:00:00,昌都,61.9,36.7,50.6,94.9,25.2,良,黄色,无预警
2026-03-25 18:00:00,昌都,61.9,36.8,50.7,94.9,25.2,良,黄色,无预警
